zip_code,locality_fr,locality_nl,locality
6662,Tavigny,Houffalize,Tavigny
6662,Tavigny,Houffalize,Houffalize
6662,Houffalize,Houffalize,Houffalize
6663,Houffalize,Houffalize,Houffalize
6663,Mabompré,Houffalize,Mabompré
6663,Mabompré,Houffalize,Houffalize
6666,Wibrin,Houffalize,Wibrin
6666,Wibrin,Houffalize,Houffalize
6666,Houffalize,Houffalize,Houffalize
6670,Gouvy,Gouvy,Gouvy
6670,Limerlé,Gouvy,Gouvy
6670,Limerlé,Gouvy,Limerlé
6671,Bovigny,Gouvy,Bovigny
6671,Bovigny,Gouvy,Gouvy
6671,Gouvy,Gouvy,Gouvy
6672,Beho,Gouvy,Beho
6672,Beho,Gouvy,Gouvy
6672,Gouvy,Gouvy,Gouvy
6673,Cherain,Gouvy,Gouvy
6673,Cherain,Gouvy,Cherain
6673,Gouvy,Gouvy,Gouvy
6674,Gouvy,Gouvy,Gouvy
6674,Montleban,Gouvy,Gouvy
6674,Montleban,Gouvy,Montleban
6680,Tillet,Sainte-Ode,Tillet
6680,Tillet,Sainte-Ode,Sainte-Ode
6680,Sainte-Ode,Sainte-Ode,Sainte-Ode
6681,Sainte-Ode,Sainte-Ode,Sainte-Ode
6681,Lavacherie,Sainte-Ode,Lavacherie
6681,Lavacherie,Sainte-Ode,Sainte-Ode
6686,Flamierge,Bertogne,Flamierge
6686,Flamierge,Bertogne,Bertogne
6686,Bertogne,Bertogne,Bertogne
6687,Bertogne,Bertogne,Bertogne
6688,Longchamps,Bertogne,Longchamps
6688,Longchamps,Bertogne,Bertogne
6688,Bertogne,Bertogne,Bertogne
6690,Bihain,Vielsalm,Vielsalm
6690,Bihain,Vielsalm,Bihain
6690,Petit-Thier,Vielsalm,Petit-Thier
6690,Petit-Thier,Vielsalm,Vielsalm
6690,Vielsalm,Vielsalm,Vielsalm
6692,Petit-Thier,Vielsalm,Petit-Thier
6692,Petit-Thier,Vielsalm,Vielsalm
6692,Vielsalm,Vielsalm,Vielsalm
6698,Grand-Halleux,Vielsalm,Grand-Halleux
6698,Grand-Halleux,Vielsalm,Vielsalm
6698,Vielsalm,Vielsalm,Vielsalm
6700,Heinsch,Arlon,Arlon
6700,Heinsch,Arlon,Heinsch
6700,Arlon,Arlon,Arlon
6704,Guirsch,Arlon,Arlon
6704,Guirsch,Arlon,Guirsch
6704,Arlon,Arlon,Arlon
6706,Autelbas,Arlon,Arlon
6706,Autelbas,Arlon,Autelbas
6706,Arlon,Arlon,Arlon
6717,Attert,Attert,Attert
6720,Habay,Habay,Habay
6720,Habay-la-Neuve,Habay,Habay-la-Neuve
6720,Habay-la-Neuve,Habay,Habay
6721,Habay,Habay,Habay
6721,Anlier,Habay,Habay
6721,Anlier,Habay,Anlier
6723,Habay,Habay,Habay
6723,Habay-la-Vieille,Habay,Habay
6723,Habay-la-Vieille,Habay,Habay-la-Vieille
6724,Habay,Habay,Habay
6724,Houdemont,Habay,Habay
6724,Houdemont,Habay,Houdemont
6730,Tintigny,Tintigny,Tintigny
6740,Étalle,Étalle,Étalle
6741,Vance,Étalle,Étalle
6741,Vance,Étalle,Vance
6741,Étalle,Étalle,Étalle
6742,Chantemelle,Étalle,Étalle
6742,Chantemelle,Étalle,Chantemelle
6742,Étalle,Étalle,Étalle
6743,Étalle,Étalle,Étalle
6743,Buzenol,Étalle,Étalle
6743,Buzenol,Étalle,Buzenol
6747,Saint-Léger,Saint-Léger,Saint-Léger
6750,Musson,Musson,Musson
6760,Èthe,Virton,Virton
6760,Èthe,Virton,Èthe
6760,Virton,Virton,Virton
6761,Latour,Virton,Virton
6761,Latour,Virton,Latour
6761,Virton,Virton,Virton
6762,Virton,Virton,Virton
6762,Saint-Mard,Virton,Saint-Mard
6762,Saint-Mard,Virton,Virton
6767,Harnoncourt,Rouvroy,Rouvroy
6767,Harnoncourt,Rouvroy,Harnoncourt
6767,Rouvroy,Rouvroy,Rouvroy
6769,Meix-devant-Virton,Meix-devant-Virton,Meix-devant-Virton
6780,Messancy,Messancy,Messancy
6780,Hondelange,Messancy,Hondelange
6780,Hondelange,Messancy,Messancy
6781,Messancy,Messancy,Messancy
6781,Sélange,Messancy,Sélange
6781,Sélange,Messancy,Messancy
6782,Messancy,Messancy,Messancy
6782,Habergy,Messancy,Messancy
6782,Habergy,Messancy,Habergy
6790,Aubange,Aubange,Aubange
6791,Aubange,Aubange,Aubange
6791,Athus,Aubange,Aubange
6791,Athus,Aubange,Athus
6792,Aubange,Aubange,Aubange
6792,Halanzy,Aubange,Halanzy
6792,Halanzy,Aubange,Aubange
6800,Libramont-Chevigny,Libramont-Chevigny,Libramont-Chevigny
6800,Bras,Libramont-Chevigny,Libramont-Chevigny
6800,Bras,Libramont-Chevigny,Bras
6810,Izel,Chiny,Izel
6810,Izel,Chiny,Chiny
6810,Chiny,Chiny,Chiny
6811,Suxy,Chiny,Suxy
6811,Suxy,Chiny,Chiny
6811,Chiny,Chiny,Chiny
6812,Suxy,Chiny,Suxy
6812,Suxy,Chiny,Chiny
6812,Chiny,Chiny,Chiny
6813,Termes,Chiny,Termes
6813,Termes,Chiny,Chiny
6813,Chiny,Chiny,Chiny
6820,Florenville,Florenville,Florenville
6820,Muno,Florenville,Florenville
6820,Muno,Florenville,Muno
6821,Florenville,Florenville,Florenville
6821,Lacuisine,Florenville,Florenville
6821,Lacuisine,Florenville,Lacuisine
6823,Villers-devant-Orval,Florenville,Florenville
6823,Villers-devant-Orval,Florenville,Villers-devant-Orval
6823,Florenville,Florenville,Florenville
6824,Florenville,Florenville,Florenville
6824,Chassepierre,Florenville,Chassepierre
6824,Chassepierre,Florenville,Florenville
6830,Bouillon,Bouillon,Bouillon
6830,Rochehaut,Bouillon,Bouillon
6830,Rochehaut,Bouillon,Rochehaut
6831,Noirefontaine,Bouillon,Bouillon
6831,Noirefontaine,Bouillon,Noirefontaine
6831,Bouillon,Bouillon,Bouillon
6832,Bouillon,Bouillon,Bouillon
6832,Sensenruth,Bouillon,Bouillon
6832,Sensenruth,Bouillon,Sensenruth
6833,Bouillon,Bouillon,Bouillon
6833,Ucimont,Bouillon,Bouillon
6833,Ucimont,Bouillon,Ucimont
6834,Bouillon,Bouillon,Bouillon
6834,Bellevaux,Bouillon,Bellevaux
6834,Bellevaux,Bouillon,Bouillon
6836,Bouillon,Bouillon,Bouillon
6836,Dohan,Bouillon,Bouillon
6836,Dohan,Bouillon,Dohan
6838,Corbion,Bouillon,Corbion
6838,Corbion,Bouillon,Bouillon
6838,Bouillon,Bouillon,Bouillon
6840,Neufchâteau,Neufchâteau,Neufchâteau
6850,Paliseul,Paliseul,Paliseul
6851,Paliseul,Paliseul,Paliseul
6851,Nollevaux,Paliseul,Paliseul
6851,Nollevaux,Paliseul,Nollevaux
6852,Paliseul,Paliseul,Paliseul
6852,Opont,Paliseul,Opont
6852,Opont,Paliseul,Paliseul
6853,Framont,Paliseul,Paliseul
6853,Framont,Paliseul,Framont
6853,Paliseul,Paliseul,Paliseul
6856,Paliseul,Paliseul,Paliseul
6856,Fays-les-Veneurs,Paliseul,Fays-les-Veneurs
6856,Fays-les-Veneurs,Paliseul,Paliseul
6860,Léglise,Léglise,Léglise
6870,Arville,Saint-Hubert,Arville
6870,Arville,Saint-Hubert,Saint-Hubert
6870,Saint-Hubert,Saint-Hubert,Saint-Hubert
6880,Bertrix,Bertrix,Bertrix
6887,Saint-Médard,Herbeumont,Herbeumont
6887,Saint-Médard,Herbeumont,Saint-Médard
6887,Herbeumont,Herbeumont,Herbeumont
6890,Villance,Libin,Libin
6890,Villance,Libin,Villance
6890,Libin,Libin,Libin
6900,Waha,Marche-en-Famenne,Waha
6900,Waha,Marche-en-Famenne,Marche-en-Famenne
6900,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne
6920,Sohier,Wellin,Wellin
6920,Sohier,Wellin,Sohier
6920,Wellin,Wellin,Wellin
6921,Chanly,Wellin,Chanly
6921,Chanly,Wellin,Wellin
6921,Wellin,Wellin,Wellin
6922,Halma,Wellin,Halma
6922,Halma,Wellin,Wellin
6922,Wellin,Wellin,Wellin
6924,Lomprez,Wellin,Wellin
6924,Lomprez,Wellin,Lomprez
6924,Wellin,Wellin,Wellin
6927,Tellin,Tellin,Tellin
6929,Gembes,Daverdisse,Gembes
6929,Gembes,Daverdisse,Daverdisse
6929,Daverdisse,Daverdisse,Daverdisse
6940,Durbuy,Durbuy,Durbuy
6940,Grandhan,Durbuy,Durbuy
6940,Grandhan,Durbuy,Grandhan
6941,Durbuy,Durbuy,Durbuy
6941,Bomal,Durbuy,Durbuy
6941,Bomal,Durbuy,Bomal
6950,Nassogne,Nassogne,Nassogne
6951,Nassogne,Nassogne,Nassogne
6951,Bande,Nassogne,Nassogne
6951,Bande,Nassogne,Bande
6952,Nassogne,Nassogne,Nassogne
6952,Grune,Nassogne,Grune
6952,Grune,Nassogne,Nassogne
6953,Nassogne,Nassogne,Nassogne
6953,Forrières,Nassogne,Forrières
6953,Forrières,Nassogne,Nassogne
6960,Manhay,Manhay,Manhay
6960,Grandmenil,Manhay,Manhay
6960,Grandmenil,Manhay,Grandmenil
6970,Tenneville,Tenneville,Tenneville
6971,Tenneville,Tenneville,Tenneville
6971,Champlon,Tenneville,Tenneville
6971,Champlon,Tenneville,Champlon
6972,Tenneville,Tenneville,Tenneville
6972,Erneuville,Tenneville,Tenneville
6972,Erneuville,Tenneville,Erneuville
6980,La Roche-en-Ardenne,La Roche-en-Ardenne,La Roche-en-Ardenne
6980,Beausaint,La Roche-en-Ardenne,Beausaint
6980,Beausaint,La Roche-en-Ardenne,La Roche-en-Ardenne
6982,Samrée,La Roche-en-Ardenne,Samrée
6982,Samrée,La Roche-en-Ardenne,La Roche-en-Ardenne
6982,La Roche-en-Ardenne,La Roche-en-Ardenne,La Roche-en-Ardenne
6983,La Roche-en-Ardenne,La Roche-en-Ardenne,La Roche-en-Ardenne
6983,Ortho,La Roche-en-Ardenne,Ortho
6983,Ortho,La Roche-en-Ardenne,La Roche-en-Ardenne
6984,Hives,La Roche-en-Ardenne,Hives
6984,Hives,La Roche-en-Ardenne,La Roche-en-Ardenne
6984,La Roche-en-Ardenne,La Roche-en-Ardenne,La Roche-en-Ardenne
6986,Halleux,La Roche-en-Ardenne,Halleux
6986,Halleux,La Roche-en-Ardenne,La Roche-en-Ardenne
6986,La Roche-en-Ardenne,La Roche-en-Ardenne,La Roche-en-Ardenne
6987,Rendeux,Rendeux,Rendeux
6990,Hotton,Hotton,Hotton
6997,Érezée,Érezée,Érezée
7000,Mons,Mons,Mons
7010,Maisières,Mons,Mons
7010,Maisières,Mons,Maisières
7010,Mons,Mons,Mons
7011,Ghlin,Mons,Mons
7011,Ghlin,Mons,Ghlin
7011,Mons,Mons,Mons
7012,Jemappes,Mons,Mons
7012,Jemappes,Mons,Jemappes
7012,Mons,Mons,Mons
7020,Maisières,Mons,Mons
7020,Maisières,Mons,Maisières
7020,Mons,Mons,Mons
7021,Havré,Mons,Mons
7021,Havré,Mons,Havré
7021,Mons,Mons,Mons
7022,Mons,Mons,Mons
7022,Harmignies,Mons,Mons
7022,Harmignies,Mons,Harmignies
7024,Mons,Mons,Mons
7024,Ciply,Mons,Mons
7024,Ciply,Mons,Ciply
7030,Mons,Mons,Mons
7030,Saint-Symphorien,Mons,Saint-Symphorien
7030,Saint-Symphorien,Mons,Mons
7031,Villers-Saint-Ghislain,Mons,Mons
7031,Villers-Saint-Ghislain,Mons,Villers-Saint-Ghislain
7031,Mons,Mons,Mons
7032,Spiennes,Mons,Mons
7032,Spiennes,Mons,Spiennes
7032,Mons,Mons,Mons
7033,Cuesmes,Mons,Mons
7033,Cuesmes,Mons,Cuesmes
7033,Mons,Mons,Mons
7034,Mons,Mons,Mons
7034,Obourg,Mons,Mons
7034,Obourg,Mons,Obourg
7040,Quévy,Quévy,Quévy
7040,Quévy-le-Petit,Quévy,Quévy-le-Petit
7040,Quévy-le-Petit,Quévy,Quévy
7041,Quévy,Quévy,Quévy
7041,Givry,Quévy,Quévy
7041,Givry,Quévy,Givry
7050,Jurbise,Jurbise,Jurbise
7060,Horrues,Soignies,Soignies
7060,Horrues,Soignies,Horrues
7060,Soignies,Soignies,Soignies
7061,Soignies,Soignies,Soignies
7061,Thieusies,Soignies,Thieusies
7061,Thieusies,Soignies,Soignies
7062,Soignies,Soignies,Soignies
7062,Naast,Soignies,Naast
7062,Naast,Soignies,Soignies
7063,Soignies,Soignies,Soignies
7063,Neufvilles,Soignies,Neufvilles
7063,Neufvilles,Soignies,Soignies
7070,Le Rœulx,Le Rœulx,Le Rœulx
7070,Le Roeulx,Le Rœulx,Le Roeulx
7070,Le Roeulx,Le Rœulx,Le Rœulx
7080,Frameries,Frameries,Frameries
7080,Eugies,Frameries,Eugies
7080,Eugies,Frameries,Frameries
7090,Braine-le-Comte,Braine-le-Comte,Braine-le-Comte
7100,La Louvière,La Louvière,La Louvière
7110,La Louvière,La Louvière,La Louvière
7110,Strépy-Bracquegnies,La Louvière,Strépy-Bracquegnies
7110,Strépy-Bracquegnies,La Louvière,La Louvière
7120,Estinnes-au-Mont,Estinnes,Estinnes
7120,Estinnes-au-Mont,Estinnes,Estinnes-au-Mont
7120,Estinnes,Estinnes,Estinnes
7130,Bray,Binche,Bray
7130,Bray,Binche,Binche
7130,Binche,Binche,Binche
7131,Waudrez,Binche,Binche
7131,Waudrez,Binche,Waudrez
7131,Binche,Binche,Binche
7133,Buvrinnes,Binche,Buvrinnes
7133,Buvrinnes,Binche,Binche
7133,Binche,Binche,Binche
7134,Binche,Binche,Binche
7134,Ressaix,Binche,Ressaix
7134,Ressaix,Binche,Binche
7140,Morlanwelz-Mariemont,Morlanwelz,Morlanwelz-Mariemont
7140,Morlanwelz-Mariemont,Morlanwelz,Morlanwelz
7140,Morlanwelz,Morlanwelz,Morlanwelz
7141,Morlanwelz,Morlanwelz,Morlanwelz
7141,Carnières,Morlanwelz,Morlanwelz
7141,Carnières,Morlanwelz,Carnières
7160,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont
7170,Manage,Manage,Manage
7180,Seneffe,Seneffe,Seneffe
7181,Feluy,Seneffe,Seneffe
7181,Feluy,Seneffe,Feluy
7181,Seneffe,Seneffe,Seneffe
7190,Écaussinnes-d'Enghien,Écaussinnes,Écaussinnes
7190,Écaussinnes-d'Enghien,Écaussinnes,Écaussinnes-d'Enghien
7190,Écaussinnes,Écaussinnes,Écaussinnes
7191,Écaussinnes,Écaussinnes,Écaussinnes
7191,Écaussinnes-d'Enghien,Écaussinnes,Écaussinnes
7191,Écaussinnes-d'Enghien,Écaussinnes,Écaussinnes-d'Enghien
7300,Boussu,Boussu,Boussu
7301,Boussu,Boussu,Boussu
7301,Hornu,Boussu,Hornu
7301,Hornu,Boussu,Boussu
7320,Bernissart,Bernissart,Bernissart
7321,Blaton,Bernissart,Bernissart
7321,Blaton,Bernissart,Blaton
7321,Bernissart,Bernissart,Bernissart
7322,Bernissart,Bernissart,Bernissart
7322,Ville-Pommeroeul,Bernissart,Bernissart
7322,Ville-Pommeroeul,Bernissart,Ville-Pommeroeul
7330,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain
7331,Baudour,Saint-Ghislain,Saint-Ghislain
7331,Baudour,Saint-Ghislain,Baudour
7331,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain
7332,Sirault,Saint-Ghislain,Sirault
7332,Sirault,Saint-Ghislain,Saint-Ghislain
7332,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain
7333,Tertre,Saint-Ghislain,Tertre
7333,Tertre,Saint-Ghislain,Saint-Ghislain
7333,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain
7334,Hautrage,Saint-Ghislain,Saint-Ghislain
7334,Hautrage,Saint-Ghislain,Hautrage
7334,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain
7340,Wasmes,Colfontaine,Colfontaine
7340,Wasmes,Colfontaine,Wasmes
7340,Colfontaine,Colfontaine,Colfontaine
7350,Montrœul-sur-Haine,Hensies,Hensies
7350,Montrœul-sur-Haine,Hensies,Montrœul-sur-Haine
7350,Hensies,Hensies,Hensies
7370,Dour,Dour,Dour
7380,Quiévrain,Quiévrain,Quiévrain
7380,Baisieux,Quiévrain,Quiévrain
7380,Baisieux,Quiévrain,Baisieux
7382,Audregnies,Quiévrain,Quiévrain
7382,Audregnies,Quiévrain,Audregnies
7382,Quiévrain,Quiévrain,Quiévrain
7387,Autreppe,Honnelles,Honnelles
7387,Autreppe,Honnelles,Autreppe
7387,Honnelles,Honnelles,Honnelles
7390,Quaregnon,Quaregnon,Quaregnon
7500,Tournai,Tournai,Tournai
7501,Tournai,Tournai,Tournai
7501,Orcq,Tournai,Tournai
7501,Orcq,Tournai,Orcq
7502,Tournai,Tournai,Tournai
7502,Esplechin,Tournai,Tournai
7502,Esplechin,Tournai,Esplechin
7503,Froyennes,Tournai,Tournai
7503,Froyennes,Tournai,Froyennes
7503,Tournai,Tournai,Tournai
7504,Tournai,Tournai,Tournai
7504,Froidmont,Tournai,Tournai
7504,Froidmont,Tournai,Froidmont
7506,Tournai,Tournai,Tournai
7506,Willemeau,Tournai,Willemeau
7506,Willemeau,Tournai,Tournai
7510,Tournai,Tournai,Tournai
7510,Orcq,Tournai,Tournai
7510,Orcq,Tournai,Orcq
7511,Orcq,Tournai,Tournai
7511,Orcq,Tournai,Orcq
7511,Tournai,Tournai,Tournai
7512,Kain,Tournai,Tournai
7512,Kain,Tournai,Kain
7512,Tournai,Tournai,Tournai
7513,Kain,Tournai,Tournai
7513,Kain,Tournai,Kain
7513,Tournai,Tournai,Tournai
7520,Tournai,Tournai,Tournai
7520,Templeuve,Tournai,Tournai
7520,Templeuve,Tournai,Templeuve
7521,Chercq,Tournai,Chercq
7521,Chercq,Tournai,Tournai
7521,Tournai,Tournai,Tournai
7522,Hertain,Tournai,Tournai
7522,Hertain,Tournai,Hertain
7522,Tournai,Tournai,Tournai
7530,Gaurain-Ramecroix,Tournai,Tournai
7530,Gaurain-Ramecroix,Tournai,Gaurain-Ramecroix
7530,Tournai,Tournai,Tournai
7531,Tournai,Tournai,Tournai
7531,Havinnes,Tournai,Tournai
7531,Havinnes,Tournai,Havinnes
7532,Tournai,Tournai,Tournai
7532,Beclers,Tournai,Tournai
7532,Beclers,Tournai,Beclers
7533,Thimougies,Tournai,Thimougies
7533,Thimougies,Tournai,Tournai
7533,Tournai,Tournai,Tournai
7534,Maulde,Tournai,Maulde
7534,Maulde,Tournai,Tournai
7534,Tournai,Tournai,Tournai
7536,Tournai,Tournai,Tournai
7536,Vaulx,Tournai,Vaulx
7536,Vaulx,Tournai,Tournai
7538,Vezon,Tournai,Tournai
7538,Vezon,Tournai,Vezon
7538,Tournai,Tournai,Tournai
7540,Tournai,Tournai,Tournai
7540,Mourcourt,Tournai,Mourcourt
7540,Mourcourt,Tournai,Tournai
7542,Mont-Saint-Aubert,Tournai,Mont-Saint-Aubert
7542,Mont-Saint-Aubert,Tournai,Tournai
7542,Tournai,Tournai,Tournai
7543,Mourcourt,Tournai,Mourcourt
7543,Mourcourt,Tournai,Tournai
7543,Tournai,Tournai,Tournai
7548,Warchin,Tournai,Tournai
7548,Warchin,Tournai,Warchin
7548,Tournai,Tournai,Tournai
7600,Péruwelz,Péruwelz,Péruwelz
7601,Roucourt,Péruwelz,Roucourt
7601,Roucourt,Péruwelz,Péruwelz
7601,Péruwelz,Péruwelz,Péruwelz
7602,Péruwelz,Péruwelz,Péruwelz
7602,Bury,Péruwelz,Bury
7602,Bury,Péruwelz,Péruwelz
7603,Péruwelz,Péruwelz,Péruwelz
7603,Bon-Secours,Péruwelz,Bon-Secours
7603,Bon-Secours,Péruwelz,Péruwelz
7604,Wasmes-Audemez-Briffoeil,Péruwelz,Wasmes-Audemez-Briffoeil
7604,Wasmes-Audemez-Briffoeil,Péruwelz,Péruwelz
7604,Péruwelz,Péruwelz,Péruwelz
7608,Péruwelz,Péruwelz,Péruwelz
7608,Wiers,Péruwelz,Wiers
7608,Wiers,Péruwelz,Péruwelz
7610,Rumes,Rumes,Rumes
7611,La Glanerie,Rumes,Rumes
7611,La Glanerie,Rumes,La Glanerie
7611,Rumes,Rumes,Rumes
7618,Taintignies,Rumes,Taintignies
7618,Taintignies,Rumes,Rumes
7618,Rumes,Rumes,Rumes
7620,Brunehaut,Brunehaut,Brunehaut
7620,Jollain-Merlin,Brunehaut,Jollain-Merlin
7620,Jollain-Merlin,Brunehaut,Brunehaut
7621,Brunehaut,Brunehaut,Brunehaut
7621,Lesdain,Brunehaut,Brunehaut
7621,Lesdain,Brunehaut,Lesdain
7622,Brunehaut,Brunehaut,Brunehaut
7622,Laplaigne,Brunehaut,Laplaigne
7622,Laplaigne,Brunehaut,Brunehaut
7623,Rongy,Brunehaut,Rongy
7623,Rongy,Brunehaut,Brunehaut
7623,Brunehaut,Brunehaut,Brunehaut
7624,Howardries,Brunehaut,Howardries
7624,Howardries,Brunehaut,Brunehaut
7624,Brunehaut,Brunehaut,Brunehaut
7640,Maubray,Antoing,Maubray
7640,Maubray,Antoing,Antoing
7640,Antoing,Antoing,Antoing
7641,Antoing,Antoing,Antoing
7641,Bruyelle,Antoing,Bruyelle
7641,Bruyelle,Antoing,Antoing
7642,Antoing,Antoing,Antoing
7642,Calonne,Antoing,Antoing
7642,Calonne,Antoing,Calonne
7643,Antoing,Antoing,Antoing
7643,Fontenoy,Antoing,Fontenoy
7643,Fontenoy,Antoing,Antoing
7700,Mouscron,Moeskroen,Mouscron
7700,Mouscron,Moeskroen,Moeskroen
7711,Mouscron,Moeskroen,Mouscron
7711,Mouscron,Moeskroen,Moeskroen
7711,Dottignies,Moeskroen,Dottignies
7711,Dottignies,Moeskroen,Moeskroen
7712,Mouscron,Moeskroen,Mouscron
7712,Mouscron,Moeskroen,Moeskroen
7712,Herseaux,Moeskroen,Herseaux
7712,Herseaux,Moeskroen,Moeskroen
7730,Estaimpuis,Estaimpuis,Estaimpuis
7730,Estaimbourg,Estaimpuis,Estaimbourg
7730,Estaimbourg,Estaimpuis,Estaimpuis
7740,Pecq,Pecq,Pecq
7742,Hérinnes,Pecq,Pecq
7742,Hérinnes,Pecq,Hérinnes
7742,Pecq,Pecq,Pecq
7743,Pecq,Pecq,Pecq
7743,Obigies,Pecq,Pecq
7743,Obigies,Pecq,Obigies
7750,Anseroeul,Mont-de-l'Enclus,Anseroeul
7750,Anseroeul,Mont-de-l'Enclus,Mont-de-l'Enclus
7750,Mont-de-l'Enclus,Mont-de-l'Enclus,Mont-de-l'Enclus
7760,Celles,Celles,Celles
7780,Comines,Komen-Waasten,Comines
7780,Comines,Komen-Waasten,Komen-Waasten
7780,Comines-Warneton,Komen-Waasten,Komen-Waasten
7780,Comines-Warneton,Komen-Waasten,Comines-Warneton
7781,Houthem,Komen-Waasten,Houthem
7781,Houthem,Komen-Waasten,Komen-Waasten
7781,Comines-Warneton,Komen-Waasten,Komen-Waasten
7781,Comines-Warneton,Komen-Waasten,Comines-Warneton
7782,Ploegsteert,Komen-Waasten,Ploegsteert
7782,Ploegsteert,Komen-Waasten,Komen-Waasten
7782,Comines-Warneton,Komen-Waasten,Komen-Waasten
7782,Comines-Warneton,Komen-Waasten,Comines-Warneton
7783,Comines-Warneton,Komen-Waasten,Komen-Waasten
7783,Comines-Warneton,Komen-Waasten,Comines-Warneton
7783,Ploegsteert,Komen-Waasten,Ploegsteert
7783,Ploegsteert,Komen-Waasten,Komen-Waasten
7784,Comines-Warneton,Komen-Waasten,Komen-Waasten
7784,Comines-Warneton,Komen-Waasten,Comines-Warneton
7784,Warneton,Komen-Waasten,Warneton
7784,Warneton,Komen-Waasten,Komen-Waasten
7800,Ath,Ath,Ath
7801,Ath,Ath,Ath
7801,Irchonwelz,Ath,Irchonwelz
7801,Irchonwelz,Ath,Ath
7802,Ath,Ath,Ath
7802,Ormeignies,Ath,Ormeignies
7802,Ormeignies,Ath,Ath
7803,Ath,Ath,Ath
7803,Bouvignies,Ath,Ath
7803,Bouvignies,Ath,Bouvignies
7804,Ath,Ath,Ath
7804,Ostiches,Ath,Ostiches
7804,Ostiches,Ath,Ath
7810,Ath,Ath,Ath
7810,Maffle,Ath,Ath
7810,Maffle,Ath,Maffle
7811,Arbre,Ath,Arbre
7811,Arbre,Ath,Ath
7811,Ath,Ath,Ath
7812,Villers-Saint-Amand,Ath,Villers-Saint-Amand
7812,Villers-Saint-Amand,Ath,Ath
7812,Ath,Ath,Ath
7822,Meslin-l'Évêque,Ath,Meslin-l'Évêque
7822,Meslin-l'Évêque,Ath,Ath
7822,Ath,Ath,Ath
7823,Ath,Ath,Ath
7823,Gibecq,Ath,Gibecq
7823,Gibecq,Ath,Ath
7830,Silly,Silly,Silly
7850,Hoves,Silly,Silly
7850,Hoves,Silly,Hoves
7850,Silly,Silly,Silly
7860,Lessines,Lessines,Lessines
7861,Wannebecq,Lessines,Lessines
7861,Wannebecq,Lessines,Wannebecq
7861,Lessines,Lessines,Lessines
7862,Lessines,Lessines,Lessines
7862,Ogy,Lessines,Ogy
7862,Ogy,Lessines,Lessines
7863,Lessines,Lessines,Lessines
7863,Ghoy,Lessines,Ghoy
7863,Ghoy,Lessines,Lessines
7864,Lessines,Lessines,Lessines
7864,Deux-Acren,Lessines,Lessines
7864,Deux-Acren,Lessines,Deux-Acren
7866,Lessines,Lessines,Lessines
7866,Ollignies,Lessines,Lessines
7866,Ollignies,Lessines,Ollignies
7870,Montignies-lez-Lens,Lens,Montignies-lez-Lens
7870,Montignies-lez-Lens,Lens,Lens
7870,Lens,Lens,Lens
7880,Flobecq,Vloesberg,Flobecq
7880,Flobecq,Vloesberg,Vloesberg
7890,Wodecq,Ellezelles,Ellezelles
7890,Wodecq,Ellezelles,Wodecq
7890,Ellezelles,Ellezelles,Ellezelles
7900,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut
7900,Leuze,Leuze-en-Hainaut,Leuze
7900,Leuze,Leuze-en-Hainaut,Leuze-en-Hainaut
7901,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut
7901,Thieulain,Leuze-en-Hainaut,Thieulain
7901,Thieulain,Leuze-en-Hainaut,Leuze-en-Hainaut
7903,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut
7903,Chapelle-à-Oie,Leuze-en-Hainaut,Chapelle-à-Oie
7903,Chapelle-à-Oie,Leuze-en-Hainaut,Leuze-en-Hainaut
7904,Leuze,Leuze-en-Hainaut,Leuze
7904,Leuze,Leuze-en-Hainaut,Leuze-en-Hainaut
7904,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut
7906,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut
7906,Gallaix,Leuze-en-Hainaut,Gallaix
7906,Gallaix,Leuze-en-Hainaut,Leuze-en-Hainaut
7910,Cordes,Frasnes-lez-Anvaing,Cordes
7910,Cordes,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7910,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7911,Frasnes-lez-Buissenal,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7911,Frasnes-lez-Buissenal,Frasnes-lez-Anvaing,Frasnes-lez-Buissenal
7911,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7912,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7912,Saint-Sauveur,Frasnes-lez-Anvaing,Saint-Sauveur
7912,Saint-Sauveur,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
7940,Brugelette,Brugelette,Brugelette
